"Season","round","homeTeam","awayTeam","snitch","homeGoals","awayGoals"
2014,2,"England Nightmares","France Hippogriffs Firsts","France Hippogriffs Firsts",13,11
2014,2,"Scotland Squirrels","New Zealand Daemons","Scotland Squirrels",13,9
2014,2,"Wales Longshots","Australia Centurions","Australia Centurions",7,3
2014,2,"Ireland Griffins","Japan Falcons","Ireland Griffins",7,0
2014,2,"France Thestrals","Germany Werewolves","France Thestrals",8,14
2014,3,"United States Chimeras","Malaysia Tornadoes","Malaysia Tornadoes",4,1
2014,3,"Pakistan Swans","Denmark Horntails","Pakistan Swans",13,15
2014,3,"Turkey Knights","France Hippogriffs Firsts","France Hippogriffs Firsts",5,8
2014,3,"Durhamstrang","New Zealand Daemons","Durhamstrang",11,4
2014,3,"England Nightmares","Australia Centurions","Australia Centurions",3,4
2014,3,"Scotland Squirrels","Japan Falcons","Japan Falcons",5,11
2014,3,"Wales Longshots","Germany Werewolves","Germany Werewolves",9,13
2014,3,"Ireland Griffins","France Thestrals","Ireland Griffins",10,9
2014,4,"United States Chimeras","Denmark Horntails","Denmark Horntails",10,15
2014,4,"Malaysia Tornadoes","France Hippogriffs Firsts","Malaysia Tornadoes",10,7
2014,4,"Pakistan Swans","New Zealand Daemons","Pakistan Swans",0,11
2014,4,"Turkey Knights","Australia Centurions","Australia Centurions",11,3
2014,4,"Durhamstrang","Japan Falcons","Durhamstrang",7,3
2014,4,"England Nightmares","Germany Werewolves","England Nightmares",0,4
2014,4,"Scotland Squirrels","France Thestrals","Scotland Squirrels",15,15
2014,4,"Wales Longshots","Ireland Griffins","Ireland Griffins",3,14
2014,5,"United States Chimeras","France Hippogriffs Firsts","United States Chimeras",11,10
2014,5,"Denmark Horntails","New Zealand Daemons","Denmark Horntails",13,14
2014,5,"Malaysia Tornadoes","Australia Centurions","Malaysia Tornadoes",14,7
2014,5,"Pakistan Swans","Japan Falcons","Pakistan Swans",6,13
2014,5,"Turkey Knights","Germany Werewolves","Turkey Knights",13,2
2014,5,"Durhamstrang","France Thestrals","Durhamstrang",6,14
2014,5,"England Nightmares","Ireland Griffins","England Nightmares",3,10
2014,5,"Scotland Squirrels","Wales Longshots","Scotland Squirrels",7,5
2014,6,"United States Chimeras","New Zealand Daemons","New Zealand Daemons",4,0
2014,6,"France Hippogriffs Firsts","Australia Centurions","France Hippogriffs Firsts",6,6
2014,6,"Denmark Horntails","Japan Falcons","Japan Falcons",9,1
2014,6,"Malaysia Tornadoes","Germany Werewolves","Germany Werewolves",14,0
2014,6,"Pakistan Swans","France Thestrals","France Thestrals",3,15
2014,6,"Turkey Knights","Ireland Griffins","Ireland Griffins",9,14
2014,6,"Durhamstrang","Wales Longshots","Wales Longshots",14,13
2014,6,"England Nightmares","Scotland Squirrels","England Nightmares",12,4
2014,7,"United States Chimeras","Australia Centurions","United States Chimeras",13,12
2014,7,"New Zealand Daemons","Japan Falcons","Japan Falcons",12,14
2014,7,"France Hippogriffs Firsts","Germany Werewolves","Germany Werewolves",10,10
2014,7,"Denmark Horntails","France Thestrals","Denmark Horntails",7,6
2014,7,"Malaysia Tornadoes","Ireland Griffins","Malaysia Tornadoes",0,0
2014,7,"Pakistan Swans","Wales Longshots","Wales Longshots",3,6
2014,7,"Turkey Knights","Scotland Squirrels","Scotland Squirrels",13,0
2014,7,"Durhamstrang","England Nightmares","Durhamstrang",10,6
2014,8,"United States Chimeras","Japan Falcons","United States Chimeras",11,11
2014,8,"Australia Centurions","Germany Werewolves","Germany Werewolves",0,8
2014,8,"New Zealand Daemons","France Thestrals","France Thestrals",7,12
2014,8,"France Hippogriffs Firsts","Ireland Griffins","France Hippogriffs Firsts",10,4
2014,8,"Denmark Horntails","Wales Longshots","Denmark Horntails",6,13
2014,8,"Malaysia Tornadoes","Scotland Squirrels","Malaysia Tornadoes",4,4
2014,8,"Pakistan Swans","England Nightmares","Pakistan Swans",14,7
2014,8,"Turkey Knights","Durhamstrang","Durhamstrang",2,13
2014,9,"United States Chimeras","Germany Werewolves","Germany Werewolves",10,5
2014,9,"Japan Falcons","France Thestrals","France Thestrals",6,10
2014,9,"Australia Centurions","Ireland Griffins","Ireland Griffins",3,14
2014,9,"New Zealand Daemons","Wales Longshots","New Zealand Daemons",2,7
2014,9,"France Hippogriffs Firsts","Scotland Squirrels","Scotland Squirrels",9,13
2014,9,"Denmark Horntails","England Nightmares","England Nightmares",10,1
2014,9,"Malaysia Tornadoes","Durhamstrang","Durhamstrang",7,7
2014,9,"Pakistan Swans","Turkey Knights","Turkey Knights",7,6
2014,10,"United States Chimeras","France Thestrals","United States Chimeras",6,7
2014,10,"Germany Werewolves","Ireland Griffins","Germany Werewolves",0,12
2014,10,"Japan Falcons","Wales Longshots","Wales Longshots",6,6
2014,10,"Australia Centurions","Scotland Squirrels","Australia Centurions",0,1
2014,10,"New Zealand Daemons","England Nightmares","New Zealand Daemons",11,14
2014,10,"France Hippogriffs Firsts","Durhamstrang","Durhamstrang",9,9
2014,10,"Denmark Horntails","Turkey Knights","Denmark Horntails",14,11
2014,10,"Malaysia Tornadoes","Pakistan Swans","Pakistan Swans",12,14
2014,11,"United States Chimeras","Ireland Griffins","Ireland Griffins",10,7
2014,11,"France Thestrals","Wales Longshots","Wales Longshots",7,2
2014,11,"Germany Werewolves","Scotland Squirrels","Scotland Squirrels",3,6
2014,11,"Japan Falcons","England Nightmares","England Nightmares",6,6
2014,11,"Australia Centurions","Durhamstrang","Durhamstrang",1,10
2014,11,"New Zealand Daemons","Turkey Knights","New Zealand Daemons",9,10
2014,11,"France Hippogriffs Firsts","Pakistan Swans","Pakistan Swans",3,6
2014,11,"Denmark Horntails","Malaysia Tornadoes","Denmark Horntails",10,12
2014,12,"United States Chimeras","Wales Longshots","Wales Longshots",1,10
2014,12,"Ireland Griffins","Scotland Squirrels","Scotland Squirrels",1,2
2014,12,"France Thestrals","England Nightmares","England Nightmares",13,11
2014,12,"Germany Werewolves","Durhamstrang","Germany Werewolves",11,3
2014,12,"Japan Falcons","Turkey Knights","Japan Falcons",15,1
2014,12,"Australia Centurions","Pakistan Swans","Pakistan Swans",15,6
2014,12,"New Zealand Daemons","Malaysia Tornadoes","New Zealand Daemons",1,10
2014,12,"France Hippogriffs Firsts","Denmark Horntails","Denmark Horntails",7,1
2014,13,"United States Chimeras","Scotland Squirrels","Scotland Squirrels",3,9
2014,13,"Wales Longshots","England Nightmares","Wales Longshots",0,7
2014,13,"Ireland Griffins","Durhamstrang","Ireland Griffins",7,14
2014,13,"France Thestrals","Turkey Knights","Turkey Knights",0,2
2014,13,"Germany Werewolves","Pakistan Swans","Germany Werewolves",14,13
2014,13,"Japan Falcons","Malaysia Tornadoes","Malaysia Tornadoes",3,10
2014,13,"Australia Centurions","Denmark Horntails","Australia Centurions",11,11
2014,13,"New Zealand Daemons","France Hippogriffs Firsts","New Zealand Daemons",13,9
2014,14,"United States Chimeras","England Nightmares","United States Chimeras",8,15
2014,14,"Scotland Squirrels","Durhamstrang","Durhamstrang",9,6
2014,14,"Wales Longshots","Turkey Knights","Turkey Knights",2,1
2014,14,"Ireland Griffins","Pakistan Swans","Pakistan Swans",2,6
2014,14,"France Thestrals","Malaysia Tornadoes","Malaysia Tornadoes",4,13
2014,14,"Germany Werewolves","Denmark Horntails","Germany Werewolves",15,9
2014,14,"Japan Falcons","France Hippogriffs Firsts","France Hippogriffs Firsts",8,1
2014,14,"Australia Centurions","New Zealand Daemons","Australia Centurions",3,6
2014,15,"United States Chimeras","Durhamstrang","Durhamstrang",2,6
2014,15,"England Nightmares","Turkey Knights","England Nightmares",6,15
2014,15,"Scotland Squirrels","Pakistan Swans","Pakistan Swans",13,9
2014,15,"Wales Longshots","Malaysia Tornadoes","Wales Longshots",4,6
2014,15,"Ireland Griffins","Denmark Horntails","Ireland Griffins",4,7
2014,15,"France Thestrals","France Hippogriffs Firsts","France Thestrals",9,14
2014,15,"Germany Werewolves","New Zealand Daemons","New Zealand Daemons",3,2
2014,15,"Japan Falcons","Australia Centurions","Australia Centurions",11,6
2014,16,"Turkey Knights","United States Chimeras","United States Chimeras",14,1
2014,16,"Pakistan Swans","Durhamstrang","Pakistan Swans",0,4
2014,16,"Malaysia Tornadoes","England Nightmares","Malaysia Tornadoes",6,6
2014,16,"Denmark Horntails","Scotland Squirrels","Denmark Horntails",8,1
2014,16,"France Hippogriffs Firsts","Wales Longshots","Wales Longshots",6,12
2014,16,"New Zealand Daemons","Ireland Griffins","Ireland Griffins",4,5
2014,16,"Australia Centurions","France Thestrals","Australia Centurions",2,7
2014,16,"Japan Falcons","Germany Werewolves","Japan Falcons",10,10
2014,17,"Pakistan Swans","United States Chimeras","United States Chimeras",14,10
2014,17,"Malaysia Tornadoes","Turkey Knights","Turkey Knights",3,15
2014,17,"Denmark Horntails","Durhamstrang","Durhamstrang",9,2
2014,17,"France Hippogriffs Firsts","England Nightmares","England Nightmares",9,10
2014,17,"New Zealand Daemons","Scotland Squirrels","New Zealand Daemons",14,5
2014,17,"Australia Centurions","Wales Longshots","Wales Longshots",5,0
2014,17,"Japan Falcons","Ireland Griffins","Ireland Griffins",9,0
2014,17,"Germany Werewolves","France Thestrals","France Thestrals",15,8
2014,18,"Malaysia Tornadoes","United States Chimeras","United States Chimeras",4,0
2014,18,"Denmark Horntails","Pakistan Swans","Pakistan Swans",8,12
2014,18,"France Hippogriffs Firsts","Turkey Knights","Turkey Knights",1,4
2014,18,"New Zealand Daemons","Durhamstrang","Durhamstrang",5,13
2014,18,"Australia Centurions","England Nightmares","England Nightmares",14,1
2014,18,"Japan Falcons","Scotland Squirrels","Japan Falcons",9,1
2014,18,"Germany Werewolves","Wales Longshots","Wales Longshots",2,10
2014,18,"France Thestrals","Ireland Griffins","Ireland Griffins",11,3
2014,19,"Denmark Horntails","United States Chimeras","Denmark Horntails",10,3
2014,19,"France Hippogriffs Firsts","Malaysia Tornadoes","Malaysia Tornadoes",13,2
2014,19,"New Zealand Daemons","Pakistan Swans","New Zealand Daemons",11,13
2014,19,"Australia Centurions","Turkey Knights","Turkey Knights",1,1
2014,19,"Japan Falcons","Durhamstrang","Durhamstrang",12,8
2014,19,"Germany Werewolves","England Nightmares","England Nightmares",15,15
2014,19,"France Thestrals","Scotland Squirrels","Scotland Squirrels",15,6
2014,19,"Ireland Griffins","Wales Longshots","Wales Longshots",1,9
2014,20,"France Hippogriffs Firsts","United States Chimeras","United States Chimeras",15,15
2014,20,"New Zealand Daemons","Denmark Horntails","New Zealand Daemons",8,5
2014,20,"Australia Centurions","Malaysia Tornadoes","Malaysia Tornadoes",9,3
2014,20,"Japan Falcons","Pakistan Swans","Japan Falcons",12,6
2014,20,"Germany Werewolves","Turkey Knights","Germany Werewolves",8,9
2014,20,"France Thestrals","Durhamstrang","France Thestrals",12,15
2014,20,"Ireland Griffins","England Nightmares","England Nightmares",3,4
2014,20,"Wales Longshots","Scotland Squirrels","Scotland Squirrels",15,15
2014,21,"New Zealand Daemons","United States Chimeras","New Zealand Daemons",13,0
2014,21,"Australia Centurions","France Hippogriffs Firsts","France Hippogriffs Firsts",13,3
2014,21,"Japan Falcons","Denmark Horntails","Japan Falcons",14,8
2014,21,"Germany Werewolves","Malaysia Tornadoes","Germany Werewolves",12,5
2014,21,"France Thestrals","Pakistan Swans","France Thestrals",8,14
2014,21,"Ireland Griffins","Turkey Knights","Ireland Griffins",6,15
2014,21,"Wales Longshots","Durhamstrang","Wales Longshots",12,13
2014,21,"Scotland Squirrels","England Nightmares","Scotland Squirrels",0,11
2014,22,"Australia Centurions","United States Chimeras","United States Chimeras",12,12
2014,22,"Japan Falcons","New Zealand Daemons","Japan Falcons",14,4
2014,22,"Germany Werewolves","France Hippogriffs Firsts","Germany Werewolves",10,6
2014,22,"France Thestrals","Denmark Horntails","France Thestrals",14,2
2014,22,"Ireland Griffins","Malaysia Tornadoes","Malaysia Tornadoes",14,10
2014,22,"Wales Longshots","Pakistan Swans","Pakistan Swans",14,5
2014,22,"Scotland Squirrels","Turkey Knights","Scotland Squirrels",13,15
2014,22,"England Nightmares","Durhamstrang","England Nightmares",15,5
2014,23,"Japan Falcons","United States Chimeras","Japan Falcons",12,9
2014,23,"Germany Werewolves","Australia Centurions","Australia Centurions",6,3
2014,23,"France Thestrals","New Zealand Daemons","New Zealand Daemons",5,0
2014,23,"Ireland Griffins","France Hippogriffs Firsts","Ireland Griffins",10,1
2014,23,"Wales Longshots","Denmark Horntails","Wales Longshots",7,2
2014,23,"Scotland Squirrels","Malaysia Tornadoes","Malaysia Tornadoes",4,4
2014,23,"England Nightmares","Pakistan Swans","England Nightmares",11,1
2014,23,"Durhamstrang","Turkey Knights","Durhamstrang",0,5
2014,24,"Germany Werewolves","United States Chimeras","United States Chimeras",0,7
2014,24,"France Thestrals","Japan Falcons","France Thestrals",6,10
2014,24,"Ireland Griffins","Australia Centurions","Australia Centurions",10,1
2014,24,"Wales Longshots","New Zealand Daemons","New Zealand Daemons",15,9
2014,24,"Scotland Squirrels","France Hippogriffs Firsts","France Hippogriffs Firsts",1,9
2014,24,"England Nightmares","Denmark Horntails","England Nightmares",7,7
2014,24,"Durhamstrang","Malaysia Tornadoes","Durhamstrang",15,7
2014,24,"Turkey Knights","Pakistan Swans","Pakistan Swans",0,7
2014,25,"France Thestrals","United States Chimeras","United States Chimeras",3,6
2014,25,"Ireland Griffins","Germany Werewolves","Germany Werewolves",3,14
2014,25,"Wales Longshots","Japan Falcons","Wales Longshots",4,6
2014,25,"Scotland Squirrels","Australia Centurions","Scotland Squirrels",9,7
2014,25,"England Nightmares","New Zealand Daemons","England Nightmares",2,11
2014,25,"Durhamstrang","France Hippogriffs Firsts","France Hippogriffs Firsts",7,0
2014,25,"Turkey Knights","Denmark Horntails","Turkey Knights",8,0
2014,25,"Pakistan Swans","Malaysia Tornadoes","Malaysia Tornadoes",14,8
2014,26,"Ireland Griffins","United States Chimeras","Ireland Griffins",10,6
2014,26,"Wales Longshots","France Thestrals","Wales Longshots",11,15
2014,26,"Scotland Squirrels","Germany Werewolves","Scotland Squirrels",1,5
2014,26,"England Nightmares","Japan Falcons","Japan Falcons",6,15
2014,26,"Durhamstrang","Australia Centurions","Australia Centurions",14,5
2014,26,"Turkey Knights","New Zealand Daemons","New Zealand Daemons",12,10
2014,26,"Pakistan Swans","France Hippogriffs Firsts","France Hippogriffs Firsts",9,0
2014,26,"Malaysia Tornadoes","Denmark Horntails","Denmark Horntails",1,9
2014,27,"Wales Longshots","United States Chimeras","Wales Longshots",4,12
2014,27,"Scotland Squirrels","Ireland Griffins","Scotland Squirrels",8,0
2014,27,"England Nightmares","France Thestrals","England Nightmares",14,13
2014,27,"Durhamstrang","Germany Werewolves","Durhamstrang",15,15
2014,27,"Turkey Knights","Japan Falcons","Japan Falcons",7,11
2014,27,"Pakistan Swans","Australia Centurions","Australia Centurions",1,15
2014,27,"Malaysia Tornadoes","New Zealand Daemons","Malaysia Tornadoes",3,1
2014,27,"Denmark Horntails","France Hippogriffs Firsts","France Hippogriffs Firsts",1,8
2014,28,"Scotland Squirrels","United States Chimeras","United States Chimeras",1,4
2014,28,"England Nightmares","Wales Longshots","England Nightmares",11,0
2014,28,"Durhamstrang","Ireland Griffins","Durhamstrang",15,1
2014,28,"Turkey Knights","France Thestrals","Turkey Knights",1,9
2014,28,"Pakistan Swans","Germany Werewolves","Germany Werewolves",0,3
2014,28,"Malaysia Tornadoes","Japan Falcons","Malaysia Tornadoes",10,8
2014,28,"Denmark Horntails","Australia Centurions","Denmark Horntails",8,4
2014,28,"France Hippogriffs Firsts","New Zealand Daemons","New Zealand Daemons",0,2
2014,29,"England Nightmares","United States Chimeras","England Nightmares",5,11
2014,29,"Durhamstrang","Scotland Squirrels","Durhamstrang",8,5
2014,29,"Turkey Knights","Wales Longshots","Wales Longshots",3,9
2014,29,"Pakistan Swans","Ireland Griffins","Pakistan Swans",12,1
2014,29,"Malaysia Tornadoes","France Thestrals","Malaysia Tornadoes",10,9
2014,29,"Denmark Horntails","Germany Werewolves","Germany Werewolves",9,6
2014,29,"France Hippogriffs Firsts","Japan Falcons","Japan Falcons",13,5
2014,29,"New Zealand Daemons","Australia Centurions","Australia Centurions",13,9
2014,30,"Durhamstrang","United States Chimeras","United States Chimeras",10,12
2014,30,"Turkey Knights","England Nightmares","Turkey Knights",6,9
2014,30,"Pakistan Swans","Scotland Squirrels","Pakistan Swans",1,4
2014,30,"Malaysia Tornadoes","Wales Longshots","Wales Longshots",9,13
2014,30,"Denmark Horntails","Ireland Griffins","Ireland Griffins",9,8
2014,30,"France Hippogriffs Firsts","France Thestrals","France Thestrals",11,2
2014,30,"New Zealand Daemons","Germany Werewolves","New Zealand Daemons",5,8
2014,30,"Australia Centurions","Japan Falcons","Australia Centurions",6,11
2015,1,"United States Chimeras","Turkey Knights","United States Chimeras",2,15
2015,1,"Durhamstrang","Pakistan Swans","Durhamstrang",10,1
2015,1,"England Nightmares","Malaysia Tornadoes","England Nightmares",10,4
2015,1,"Scotland Squirrels","Denmark Horntails","Scotland Squirrels",6,10
2015,1,"Wales Longshots","France Hippogriffs Firsts","Wales Longshots",9,3
2015,1,"Ireland Griffins","New Zealand Daemons","Ireland Griffins",3,7
